timestamps,Fz,F3,C4,Cz,Pz,P3,O2,O1,Marker
14400.185,-15066.774,-13584.295,-9138.913,-12992.197,-900.775,-15514.524,-7519.752,-5236.768,0
14400.185,-15068.741,-13588.721,-9141.395,-12996.779,-899.613,-15515.374,-7517.093,-5235.382,0
14400.185,-15072.094,-13592.945,-9143.070,-13002.613,-897.445,-15514.838,-7509.046,-5227.224,0
14400.186,-15072.206,-13590.599,-9142.892,-13002.100,-896.327,-15512.088,-7508.599,-5223.960,0
14400.186,-15074.150,-13591.022,-9142.668,-12997.271,-897.467,-15509.406,-7515.327,-5223.536,0
14400.186,-15076.386,-13592.744,-9144.523,-12995.059,-896.551,-15508.624,-7520.826,-5227.648,0
14400.186,-15079.873,-13597.058,-9149.105,-12999.887,-895.500,-15512.245,-7519.596,-5229.503,0
14400.187,-15082.175,-13599.114,-9151.251,-13004.603,-895.120,-15515.284,-7522.971,-5230.174,0
14400.187,-15081.438,-13598.041,-9150.134,-13003.597,-895.232,-15513.385,-7524.692,-5232.454,0
14400.187,-15080.588,-13593.415,-9147.876,-12998.255,-895.411,-15507.171,-7527.844,-5228.833,0
14400.188,-15080.141,-13592.855,-9146.624,-12994.835,-894.629,-15504.042,-7529.252,-5232.543,0
14400.244,-15081.035,-13594.912,-9148.904,-12998.970,-895.500,-15506.456,-7530.146,-5233.013,0
14400.244,-15080.163,-13596.230,-9147.720,-13003.396,-896.931,-15510.390,-7531.398,-5234.085,0
14400.245,-15082.175,-13599.785,-9147.429,-13004.268,-898.875,-15511.463,-7531.041,-5235.047,0
14400.245,-15081.974,-13596.499,-9146.021,-12998.836,-900.306,-15509.071,-7534.460,-5238.779,0
14400.245,-15084.119,-13595.314,-9145.529,-12995.662,-899.769,-15507.439,-7533.477,-5241.842,0
14400.245,-15087.405,-13600.634,-9146.960,-12999.931,-898.942,-15511.753,-7530.102,-5241.842,0
14400.245,-15087.964,-13603.361,-9148.972,-13005.407,-899.769,-15516.782,-7528.984,-5238.958,0
14400.245,-15086.108,-13601.863,-9148.793,-13004.670,-901.155,-15517.051,-7525.631,-5237.953,0
14400.245,-15086.467,-13599.182,-9148.435,-13000.132,-903.256,-15515.173,-7531.912,-5240.903,0
14400.245,-15086.734,-13595.985,-9147.272,-12996.892,-902.116,-15511.977,-7535.376,-5241.618,0
14400.245,-15088.366,-13597.259,-9149.128,-13001.316,-901.088,-15513.430,-7534.907,-5241.305,0
14400.245,-15090.288,-13601.014,-9151.452,-13006.659,-901.848,-15517.296,-7531.085,-5242.333,0
14400.245,-15090.154,-13604.031,-9152.883,-13007.307,-901.424,-15516.782,-7525.586,-5244.479,0
14400.245,-15089.081,-13600.746,-9152.190,-13001.518,-900.932,-15511.351,-7523.597,-5239.361,0
14400.246,-15088.746,-13598.533,-9150.804,-12998.344,-900.395,-15509.071,-7525.966,-5233.817,0
14400.305,-15088.255,-13599.092,-9150.514,-13000.534,-898.428,-15510.747,-7525.318,-5231.336,0
14400.305,-15089.216,-13604.612,-9152.727,-13006.659,-899.054,-15515.665,-7525.520,-5233.907,0
14400.305,-15089.238,-13606.870,-9152.302,-13006.503,-899.904,-15517.006,-7525.497,-5237.372,0
14400.305,-15087.360,-13603.138,-9149.374,-12999.171,-901.379,-15514.234,-7528.425,-5237.215,0
14400.306,-15088.344,-13601.640,-9149.329,-12996.444,-903.435,-15515.441,-7535.958,-5242.087,0
14400.306,-15090.065,-13604.144,-9150.134,-13000.512,-902.809,-15519.934,-7536.695,-5243.250,0
14400.306,-15089.350,-13605.977,-9150.156,-13005.475,-901.714,-15523.085,-7531.711,-5242.400,0
14400.306,-15088.880,-13607.608,-9148.368,-13004.781,-902.362,-15521.387,-7527.665,-5238.511,0
14400.306,-15086.847,-13603.540,-9145.015,-12998.836,-903.614,-15518.190,-7533.142,-5244.814,0
14400.306,-15086.221,-13599.874,-9145.037,-12997.227,-903.592,-15516.850,-7537.031,-5246.536,0
14400.307,-15086.646,-13600.411,-9146.178,-13001.652,-902.474,-15519.196,-7534.907,-5241.774,0
14400.307,-15088.500,-13603.875,-9147.519,-13006.323,-901.871,-15522.594,-7529.744,-5242.021,0
14400.307,-15088.277,-13605.172,-9147.607,-13006.346,-901.044,-15522.102,-7527.844,-5240.166,0
14400.307,-15085.505,-13603.048,-9145.597,-13000.713,-901.960,-15518.861,-7528.045,-5241.976,0
14400.307,-15086.243,-13601.193,-9147.563,-12999.462,-903.882,-15518.213,-7531.085,-5246.111,0
14400.364,-15087.315,-13603.741,-9151.005,-13004.066,-902.720,-15519.129,-7531.398,-5243.004,0
14400.364,-15088.188,-13606.870,-9153.732,-13009.989,-902.049,-15521.990,-7527.330,-5238.824,0
14400.364,-15086.623,-13607.787,-9153.620,-13009.766,-902.787,-15523.041,-7523.351,-5238.690,0
14400.364,-15083.493,-13602.959,-9151.497,-13001.987,-903.525,-15518.883,-7527.911,-5241.864,0
14400.364,-15083.985,-13601.797,-9151.296,-12998.522,-902.765,-15516.447,-7527.263,-5240.724,0
14400.364,-15085.505,-13603.093,-9154.582,-13003.888,-901.759,-15519.174,-7528.828,-5237.774,0
14400.365,-15085.125,-13605.753,-9157.935,-13009.028,-902.049,-15521.990,-7529.990,-5240.344,0
14400.365,-15082.443,-13606.938,-9158.448,-13008.559,-903.323,-15522.795,-7532.896,-5242.378,0
14400.365,-15080.074,-13602.512,-9153.397,-13001.540,-904.508,-15520.806,-7531.465,-5249.218,0
14400.365,-15081.214,-13597.170,-9152.168,-12999.462,-905.559,-15519.353,-7534.840,-5248.123,0
14400.365,-15084.008,-13599.941,-9154.671,-13004.110,-905.626,-15521.655,-7538.506,-5242.177,0
14400.366,-15084.656,-13602.847,-9157.152,-13009.363,-906.386,-15525.790,-7536.583,-5245.329,0
14400.366,-15084.343,-13602.243,-9156.280,-13008.425,-904.933,-15524.181,-7536.472,-5245.262,0
14400.366,-15087.584,-13605.037,-9154.402,-13003.239,-903.860,-15519.576,-7535.198,-5239.986,0
14400.366,-15088.635,-13606.110,-9153.017,-12999.350,-903.055,-15517.051,-7532.784,-5243.652,0
14400.424,-15093.061,-13610.514,-9157.800,-13005.139,-905.223,-15521.588,-7535.153,-5248.056,0
14400.424,-15093.843,-13609.843,-9160.103,-13009.900,-906.520,-15524.136,-7533.142,-5244.569,0
14400.424,-15090.758,-13607.340,-9158.828,-13009.811,-908.107,-15524.940,-7536.382,-5247.407,0
14400.424,-15088.299,-13604.993,-9154.381,-13002.322,-907.302,-15520.180,-7535.667,-5249.285,0
14400.424,-15089.462,-13603.540,-9154.425,-12999.238,-908.084,-15519.644,-7540.406,-5251.967,0
14400.424,-15090.624,-13600.970,-9156.348,-13003.306,-907.078,-15524.091,-7542.574,-5253.040,0
14400.424,-15092.211,-13603.518,-9157.867,-13008.022,-906.050,-15527.354,-7535.600,-5248.279,0
14400.424,-15092.702,-13605.194,-9158.359,-13008.760,-907.861,-15528.517,-7535.689,-5249.285,0
14400.424,-15089.886,-13601.841,-9153.665,-13001.630,-907.302,-15523.443,-7541.702,-5248.726,0
14400.425,-15090.848,-13602.579,-9151.877,-12998.411,-906.207,-15521.096,-7544.563,-5248.614,0
14400.425,-15093.932,-13606.334,-9155.028,-13003.038,-903.815,-15522.840,-7537.813,-5245.932,0
14400.425,-15095.229,-13609.776,-9157.264,-13008.134,-901.044,-15524.784,-7531.979,-5243.541,0
14400.425,-15093.730,-13608.837,-9157.510,-13008.246,-903.994,-15525.768,-7533.901,-5244.591,0
14400.425,-15088.076,-13600.590,-9152.749,-13000.669,-906.006,-15521.476,-7536.427,-5245.262,0
14400.425,-15088.746,-13597.394,-9154.246,-12997.539,-906.341,-15518.995,-7538.774,-5248.257,0
14400.484,-15095.475,-13604.345,-9160.035,-13002.166,-906.207,-15521.767,-7542.104,-5250.000,0
14400.484,-15097.508,-13607.608,-9163.478,-13007.688,-907.369,-15525.320,-7541.948,-5248.838,0
14400.485,-15093.619,-13603.518,-9160.460,-13005.676,-905.827,-15522.795,-7542.283,-5250.291,0
14400.485,-15091.987,-13600.724,-9158.896,-12999.752,-904.955,-15517.072,-7545.010,-5254.314,0
14400.485,-15093.552,-13601.350,-9161.019,-12998.746,-905.693,-15516.156,-7542.395,-5254.292,0
14400.485,-15095.742,-13604.031,-9163.455,-13003.262,-904.553,-15519.129,-7542.060,-5248.167,0
14400.485,-15097.307,-13606.558,-9164.976,-13007.620,-903.078,-15522.191,-7538.931,-5249.106,0
14400.486,-15097.195,-13609.396,-9163.478,-13007.441,-903.122,-15521.812,-7535.086,-5252.481,0
14400.486,-15096.614,-13609.105,-9160.371,-13002.032,-903.368,-15516.045,-7537.701,-5243.943,0
14400.486,-15092.322,-13605.932,-9158.426,-12997.360,-902.541,-15512.982,-7542.730,-5245.485,0
14400.486,-15092.390,-13607.988,-9160.840,-13002.479,-902.854,-15518.459,-7545.636,-5251.654,0
14400.486,-15094.938,-13610.021,-9163.590,-13008.514,-902.385,-15525.053,-7547.804,-5252.459,0
14400.487,-15097.441,-13611.564,-9164.014,-13010.258,-903.100,-15527.958,-7543.826,-5255.208,0
14400.487,-15095.519,-13606.893,-9160.013,-13003.932,-902.832,-15524.113,-7543.803,-5251.274,0
14400.487,-15092.077,-13601.596,-9158.873,-13000.490,-902.899,-15522.549,-7546.575,-5254.806,0
14400.544,-15090.713,-13599.740,-9159.454,-13003.865,-902.541,-15524.829,-7546.262,-5254.426,0
14400.545,-15089.864,-13600.009,-9160.616,-13007.844,-902.988,-15526.394,-7540.115,-5251.006,0
14400.545,-15088.344,-13597.840,-9158.784,-13006.949,-904.374,-15525.343,-7535.533,-5250.827,0
14400.545,-15085.394,-13592.476,-9155.498,-12999.686,-904.664,-15520.470,-7537.098,-5249.620,0
14400.545,-15085.170,-13590.777,-9155.923,-12997.718,-906.408,-15519.486,-7543.870,-5252.124,0
14400.545,-15086.064,-13590.688,-9158.448,-13002.211,-905.782,-15522.705,-7547.312,-5251.319,0
14400.546,-15087.494,-13593.079,-9160.840,-13008.179,-905.402,-15525.388,-7543.445,-5248.793,0
14400.546,-15087.473,-13592.945,-9161.108,-13008.335,-905.804,-15524.248,-7538.595,-5248.011,0
14400.546,-15084.231,-13589.838,-9157.376,-13001.115,-906.341,-15519.845,-7540.518,-5249.687,0
14400.546,-15082.667,-13586.419,-9156.325,-12998.031,-906.453,-15518.123,-7541.210,-5253.800,0
14400.546,-15086.176,-13591.604,-9160.550,-13004.826,-906.944,-15522.481,-7539.780,-5249.844,0
14400.546,-15087.428,-13594.688,-9163.410,-13010.593,-905.581,-15524.002,-7539.132,-5239.606,0
14400.547,-15084.679,-13591.648,-9161.354,-13008.850,-903.994,-15521.699,-7535.824,-5238.802,0
14400.547,-15084.276,-13588.318,-9157.867,-13003.172,-903.726,-15519.040,-7539.266,-5247.542,0
14400.547,-15086.467,-13587.066,-9157.711,-13001.361,-905.134,-15520.090,-7548.653,-5255.432,0
14400.605,-15086.980,-13587.983,-9159.768,-13005.854,-905.000,-15524.427,-7551.671,-5256.438,0
14400.605,-15086.467,-13590.464,-9161.846,-13011.018,-903.659,-15526.349,-7553.437,-5254.761,0
14400.605,-15086.689,-13590.554,-9161.041,-13011.085,-902.921,-15524.628,-7548.542,-5256.035,0
14400.605,-15085.640,-13586.776,-9159.253,-13005.317,-903.927,-15521.968,-7550.486,-5261.333,0
14400.605,-15085.572,-13587.335,-9158.672,-13003.373,-904.329,-15520.783,-7553.973,-5263.143,0
14400.605,-15087.494,-13592.789,-9159.275,-13007.598,-904.732,-15524.918,-7553.705,-5265.155,0
14400.605,-15088.255,-13599.315,-9161.958,-13012.828,-905.447,-15529.232,-7549.369,-5261.355,0
14400.605,-15089.707,-13602.177,-9163.366,-13012.828,-907.749,-15530.707,-7550.665,-5259.120,0
14400.605,-15089.193,-13599.405,-9161.176,-13006.972,-910.767,-15530.171,-7557.706,-5267.077,0
14400.606,-15089.126,-13596.678,-9158.403,-13004.915,-910.856,-15529.746,-7559.740,-5273.626,0
14400.606,-15090.489,-13597.595,-9159.275,-13009.408,-909.984,-15532.562,-7558.846,-5272.888,0
14400.606,-15091.071,-13597.997,-9159.454,-13013.342,-907.906,-15533.747,-7553.258,-5265.825,0
14400.606,-15090.803,-13600.769,-9157.331,-13012.738,-908.285,-15532.183,-7553.146,-5263.031,0
14400.606,-15090.981,-13599.562,-9154.805,-13007.688,-908.464,-15527.511,-7558.980,-5259.388,0
14400.606,-15089.506,-13594.420,-9154.604,-13004.334,-907.503,-15524.270,-7561.573,-5255.253,0
14400.665,-15092.166,-13597.952,-9159.678,-13009.274,-908.241,-15529.522,-7553.146,-5257.913,0
14400.665,-15092.099,-13600.970,-9161.421,-13012.962,-906.833,-15531.311,-7542.797,-5258.404,0
14400.665,-15092.636,-13603.316,-9160.371,-13011.129,-906.497,-15530.863,-7543.781,-5262.562,0
14400.666,-15091.495,-13600.188,-9157.778,-13004.826,-906.408,-15526.461,-7548.966,-5262.495,0
14400.666,-15090.758,-13600.120,-9157.599,-13002.747,-904.866,-15524.672,-7550.129,-5262.853,0
14400.666,-15095.251,-13605.082,-9162.449,-13008.916,-904.374,-15526.617,-7548.899,-5257.041,0
14400.666,-15096.860,-13606.334,-9163.724,-13013.163,-903.368,-15527.466,-7545.703,-5254.046,0
14400.666,-15094.379,-13601.908,-9161.801,-13011.890,-904.486,-15526.975,-7547.089,-5252.414,0
14400.667,-15092.903,-13598.667,-9157.957,-13006.122,-905.380,-15524.427,-7551.157,-5253.129,0
14400.667,-15092.144,-13597.147,-9157.555,-13003.418,-905.626,-15524.427,-7552.923,-5256.639,0
14400.667,-15092.435,-13597.394,-9160.773,-13007.173,-905.737,-15528.338,-7552.364,-5256.348,0
14400.667,-15091.696,-13598.265,-9162.472,-13011.106,-906.073,-15532.764,-7553.683,-5257.265,0
14400.667,-15088.009,-13598.019,-9161.689,-13009.542,-907.034,-15533.076,-7556.253,-5261.131,0
14400.668,-15086.042,-13597.840,-9158.784,-13003.284,-908.308,-15529.679,-7555.649,-5264.193,0
14400.668,-15088.992,-13597.885,-9160.550,-13002.010,-908.285,-15526.572,-7557.103,-5264.774,0
14400.725,-15091.607,-13599.852,-9163.545,-13005.899,-906.028,-15526.505,-7555.940,-5263.769,0
14400.726,-15091.474,-13597.952,-9166.048,-13009.900,-904.843,-15526.729,-7555.918,-5257.309,0
14400.726,-15089.819,-13597.170,-9165.198,-13009.587,-904.664,-15525.209,-7555.247,-5254.336,0
14400.726,-15090.311,-13595.873,-9162.785,-13004.670,-903.748,-15520.851,-7552.208,-5256.326,0
14400.726,-15093.597,-13599.114,-9164.796,-13003.909,-903.905,-15520.269,-7552.140,-5256.772,0
14400.726,-15098.179,-13605.037,-9170.765,-13011.375,-905.268,-15525.835,-7554.152,-5263.255,0
14400.727,-15099.698,-13605.753,-9172.352,-13016.113,-904.262,-15528.405,-7553.929,-5266.339,0
14400.727,-15099.967,-13606.445,-9171.859,-13016.226,-903.927,-15526.952,-7551.224,-5266.161,0
14400.727,-15098.737,-13605.484,-9167.322,-13009.989,-903.167,-15521.633,-7548.072,-5258.404,0
14400.727,-15097.553,-13603.361,-9163.120,-13007.643,-902.653,-15519.509,-7550.643,-5253.420,0
14400.727,-15097.530,-13604.322,-9161.354,-13011.554,-901.245,-15522.571,-7547.983,-5256.438,0
14400.728,-15098.737,-13604.523,-9161.578,-13017.030,-899.412,-15523.711,-7543.110,-5246.536,0
14400.728,-15098.491,-13603.316,-9162.137,-13019.601,-900.798,-15523.935,-7539.780,-5241.842,0
14400.728,-15096.994,-13599.494,-9160.103,-13014.549,-901.938,-15520.917,-7541.389,-5245.642,0
14400.728,-15093.843,-13595.136,-9157.510,-13010.190,-901.088,-15519.531,-7539.892,-5249.508,0
14400.784,-15092.948,-13594.487,-9159.991,-13014.885,-900.619,-15522.415,-7539.601,-5244.703,0
14400.784,-15093.328,-13596.432,-9161.354,-13019.243,-899.032,-15522.884,-7533.723,-5235.941,0
14400.784,-15090.848,-13594.487,-9159.969,-13018.640,-898.741,-15520.851,-7530.168,-5238.221,0
14400.784,-15086.221,-13590.039,-9157.800,-13012.112,-901.066,-15516.850,-7535.488,-5241.283,0
14400.784,-15083.673,-13587.715,-9157.309,-13009.073,-904.285,-15516.670,-7542.909,-5247.027,0
14400.784,-15081.415,-13588.117,-9158.672,-13011.890,-903.793,-15519.397,-7541.210,-5247.452,0
14400.785,-15080.543,-13588.788,-9159.454,-13015.979,-903.525,-15522.481,-7539.109,-5246.156,0
14400.785,-15077.324,-13587.559,-9155.141,-13013.208,-902.608,-15520.448,-7533.231,-5245.194,0
14400.785,-15075.402,-13586.530,-9152.548,-13006.458,-903.949,-15517.520,-7535.555,-5245.642,0
14400.785,-15075.961,-13584.586,-9152.234,-13003.507,-905.246,-15517.431,-7543.468,-5250.604,0
14400.785,-15078.241,-13584.787,-9155.387,-13007.575,-907.146,-15522.929,-7547.737,-5254.604,0
14400.785,-15080.767,-13588.162,-9158.828,-13011.576,-908.800,-15528.651,-7545.614,-5250.983,0
14400.785,-15079.693,-13586.776,-9158.247,-13009.944,-909.828,-15530.372,-7541.657,-5253.174,0
14400.785,-15078.465,-13584.139,-9155.141,-13004.089,-910.409,-15525.835,-7542.999,-5250.670,0
14400.785,-15079.672,-13586.955,-9154.604,-13001.361,-911.191,-15524.963,-7546.709,-5253.644,0
14400.844,-15083.985,-13594.510,-9158.672,-13006.949,-912.331,-15531.154,-7548.877,-5257.555,0
14400.845,-15087.562,-13600.679,-9161.891,-13011.151,-911.996,-15535.200,-7545.658,-5253.442,0
14400.845,-15087.473,-13603.138,-9161.578,-13009.185,-912.555,-15536.295,-7550.017,-5257.846,0
14400.845,-15084.679,-13595.247,-9158.001,-13001.562,-911.683,-15531.981,-7552.208,-5263.210,0
14400.845,-15086.712,-13593.839,-9158.448,-13000.468,-911.214,-15530.551,-7552.699,-5263.143,0
14400.845,-15088.188,-13595.382,-9160.125,-13004.356,-910.185,-15534.082,-7553.035,-5264.060,0
14400.846,-15088.232,-13596.611,-9162.002,-13008.536,-909.560,-15536.251,-7549.257,-5257.823,0
14400.846,-15087.473,-13597.236,-9161.063,-13008.425,-909.023,-15533.770,-7545.770,-5251.073,0
14400.846,-15089.707,-13601.395,-9159.589,-13003.061,-909.962,-15532.026,-7552.140,-5263.031,0
14400.846,-15091.495,-13602.959,-9161.801,-13000.981,-910.074,-15531.668,-7554.532,-5267.949,0
14400.846,-15093.708,-13605.597,-9166.093,-13004.960,-909.068,-15532.271,-7554.487,-5257.197,0
14400.846,-15095.273,-13607.809,-9167.836,-13008.805,-909.314,-15536.563,-7557.460,-5262.540,0
14400.847,-15095.385,-13608.346,-9167.054,-13009.252,-911.996,-15540.072,-7562.288,-5273.782,0
14400.847,-15095.385,-13609.709,-9164.126,-13003.463,-914.991,-15539.782,-7567.787,-5274.363,0
14400.847,-15093.954,-13605.753,-9161.779,-13000.109,-914.656,-15539.850,-7569.955,-5274.475,0
14400.905,-15093.932,-13605.194,-9162.896,-13003.687,-913.046,-15542.576,-7567.071,-5272.463,0
14400.905,-15100.369,-13612.883,-9168.574,-13012.381,-914.566,-15545.571,-7562.735,-5263.702,0
14400.905,-15100.459,-13612.727,-9166.093,-13012.270,-914.700,-15544.342,-7554.599,-5267.323,0
14400.905,-15096.838,-13608.233,-9160.080,-13003.775,-913.829,-15537.927,-7553.168,-5267.993,0
14400.906,-15095.854,-13606.870,-9160.170,-13001.719,-914.186,-15534.104,-7553.683,-5261.779,0
14400.906,-15094.603,-13605.775,-9160.840,-13004.535,-910.789,-15534.104,-7550.218,-5260.327,0
14400.906,-15096.413,-13610.559,-9162.517,-13010.034,-908.531,-15536.586,-7544.161,-5254.895,0
14400.906,-15097.419,-13614.939,-9163.478,-13009.811,-908.062,-15536.385,-7546.508,-5252.190,0
14400.906,-15098.872,-13616.951,-9162.807,-13005.116,-910.767,-15535.245,-7553.728,-5259.522,0
14400.906,-15098.872,-13614.269,-9162.807,-13002.144,-912.197,-15534.954,-7559.650,-5264.551,0
14400.907,-15100.704,-13615.207,-9165.512,-13006.189,-911.996,-15539.581,-7559.830,-5267.010,0
14400.907,-15101.777,-13617.600,-9168.104,-13012.336,-914.455,-15545.504,-7561.908,-5271.436,0
14400.907,-15099.363,-13615.990,-9167.501,-13011.621,-916.600,-15545.526,-7561.863,-5271.838,0
14400.907,-15096.972,-13611.832,-9165.914,-13005.139,-917.472,-15543.313,-7568.122,-5274.721,0
14400.907,-15094.379,-13606.021,-9165.467,-13000.333,-916.846,-15541.593,-7575.521,-5280.689,0
14400.965,-15093.016,-13604.367,-9167.434,-13003.642,-917.226,-15543.560,-7576.034,-5278.163,0
14400.965,-15093.843,-13609.061,-9170.272,-13010.303,-918.903,-15548.119,-7572.257,-5275.951,0
