timestamps,Fz,F3,C4,Cz,Pz,P3,O2,O1,Marker
14946.622,-17062.473,-14888.229,-11746.780,-15849.197,-708.819,-17078.521,-9253.086,-6675.662,0
14946.623,-17059.188,-14882.932,-11744.076,-15846.738,-705.980,-17076.152,-9242.804,-6680.042,0
14946.680,-17064.193,-14886.352,-11749.709,-15855.858,-706.002,-17082.188,-9239.406,-6680.176,0
14946.680,-17070.451,-14891.693,-11754.805,-15864.352,-707.969,-17087.238,-9235.473,-6680.199,0
14946.681,-17070.564,-14887.849,-11752.905,-15860.843,-707.969,-17084.422,-9237.060,-6680.355,0
14946.681,-17064.641,-14879.243,-11745.641,-15849.376,-704.505,-17074.252,-9238.468,-6674.097,0
14946.681,-17062.607,-14877.433,-11745.819,-15848.438,-702.761,-17072.754,-9233.260,-6673.963,0
14946.681,-17066.764,-14883.558,-11752.122,-15856.573,-701.867,-17077.447,-9230.287,-6672.577,0
14946.681,-17069.535,-14888.967,-11754.716,-15863.413,-703.566,-17083.236,-9231.226,-6675.371,0
14946.682,-17066.562,-14889.749,-11751.698,-15859.702,-705.734,-17083.885,-9239.026,-6681.808,0
14946.682,-17062.383,-14885.726,-11745.641,-15848.526,-706.069,-17078.855,-9242.715,-6685.742,0
14946.682,-17062.740,-14885.010,-11743.920,-15846.694,-705.488,-17080.107,-9240.636,-6688.044,0
14946.682,-17066.719,-14891.112,-11748.658,-15854.830,-705.935,-17086.590,-9245.732,-6687.463,0
14946.682,-17070.564,-14895.672,-11753.150,-15862.229,-708.014,-17092.760,-9250.023,-6692.805,0
14946.683,-17069.715,-14893.459,-11750.960,-15859.948,-708.908,-17091.686,-9246.760,-6698.617,0
14946.683,-17064.014,-14887.357,-11742.422,-15847.700,-704.460,-17083.236,-9237.060,-6697.723,0
14946.683,-17067.479,-14890.106,-11745.148,-15848.526,-705.443,-17083.080,-9247.855,-6682.546,0
14946.739,-17073.469,-14896.633,-11751.251,-15856.618,-705.466,-17086.143,-9242.268,-6672.063,0
14946.740,-17075.727,-14901.528,-11755.900,-15862.116,-705.890,-17090.793,-9238.557,-6677.941,0
14946.740,-17074.945,-14902.601,-11754.983,-15859.725,-707.455,-17090.166,-9235.719,-6682.255,0
14946.740,-17069.244,-14894.264,-11747.854,-15847.990,-705.689,-17081.672,-9233.327,-6685.608,0
14946.740,-17072.016,-14894.465,-11750.133,-15847.968,-703.923,-17078.365,-9239.071,-6677.137,0
14946.740,-17077.783,-14900.857,-11754.938,-15857.289,-702.404,-17083.148,-9239.742,-6677.695,0
14946.740,-17085.562,-14909.038,-11761.511,-15866.743,-704.125,-17088.535,-9237.037,-6680.557,0
14946.740,-17085.875,-14909.194,-11760.348,-15863.279,-703.789,-17084.623,-9241.530,-6682.255,0
14946.740,-17083.818,-14903.160,-11755.476,-15854.562,-702.091,-17076.643,-9244.101,-6681.540,0
14946.740,-17083.371,-14903.741,-11753.173,-15853.556,-700.191,-17074.543,-9238.133,-6678.902,0
14946.740,-17086.479,-14908.412,-11757.151,-15861.849,-700.526,-17081.248,-9241.083,-6680.869,0
14946.740,-17086.500,-14909.128,-11759.678,-15866.341,-701.979,-17086.500,-9244.950,-6685.943,0
14946.741,-17081.270,-14904.367,-11755.564,-15860.262,-701.442,-17083.551,-9242.155,-6685.519,0
14946.741,-17071.436,-14892.028,-11747.295,-15847.208,-699.587,-17074.051,-9243.251,-6682.702,0
14946.741,-17070.340,-14888.520,-11747.652,-15846.604,-700.481,-17073.447,-9241.933,-6682.479,0
14946.799,-17074.252,-14890.375,-11754.425,-15856.797,-703.879,-17080.578,-9244.883,-6682.434,0
14946.800,-17075.883,-14891.827,-11757.085,-15862.631,-706.539,-17085.920,-9246.693,-6680.132,0
14946.800,-17074.945,-14892.028,-11753.441,-15859.100,-707.790,-17083.371,-9239.675,-6674.991,0
14946.800,-17067.256,-14882.104,-11746.043,-15847.208,-705.309,-17074.588,-9230.488,-6672.309,0
14946.800,-17064.596,-14880.025,-11746.423,-15846.336,-706.628,-17074.207,-9243.810,-6678.388,0
14946.801,-17064.908,-14880.719,-11750.021,-15854.338,-708.349,-17080.689,-9253.667,-6682.345,0
14946.801,-17066.473,-14883.759,-11752.972,-15861.245,-709.668,-17087.617,-9238.400,-6681.451,0
14946.801,-17061.199,-14880.249,-11746.959,-15855.791,-708.751,-17084.600,-9230.086,-6678.634,0
14946.801,-17051.744,-14870.459,-11738.376,-15844.213,-708.684,-17077.738,-9236.992,-6685.630,0
14946.801,-17051.990,-14869.186,-11739.718,-15843.855,-708.930,-17077.203,-9239.585,-6688.961,0
14946.802,-17061.199,-14879.198,-11748.390,-15851.634,-707.969,-17082.746,-9238.400,-6680.914,0
14946.802,-17067.658,-14885.972,-11755.028,-15859.613,-710.160,-17088.848,-9244.167,-6676.310,0
14946.802,-17065.781,-14885.837,-11751.563,-15856.238,-709.444,-17086.611,-9244.815,-6682.523,0
14946.802,-17060.395,-14882.373,-11744.344,-15845.420,-705.242,-17077.045,-9236.009,-6678.008,0
14946.802,-17062.004,-14884.161,-11745.238,-15846.112,-703.611,-17074.744,-9237.730,-6674.030,0
14946.860,-17072.979,-14895.806,-11752.234,-15857.199,-702.515,-17081.002,-9231.293,-6671.504,0
14946.860,-17082.924,-14906.356,-11757.732,-15866.185,-703.141,-17086.992,-9231.159,-6673.694,0
14946.860,-17083.215,-14906.312,-11756.012,-15863.122,-703.923,-17085.203,-9234.489,-6673.806,0
14946.860,-17074.318,-14897.438,-11748.435,-15850.717,-699.520,-17074.186,-9234.311,-6671.079,0
14946.860,-17076.844,-14901.148,-11750.558,-15851.410,-697.911,-17073.268,-9239.183,-6677.114,0
14946.861,-17085.092,-14909.865,-11756.771,-15860.061,-697.509,-17080.041,-9240.188,-6682.188,0
14946.861,-17088.959,-14914.447,-11761.689,-15867.749,-699.431,-17087.328,-9242.536,-6683.619,0
14946.861,-17086.232,-14913.509,-11759.186,-15863.458,-699.565,-17085.025,-9247.006,-6684.446,0
14946.861,-17080.867,-14907.250,-11751.921,-15851.455,-697.084,-17074.811,-9239.562,-6678.120,0
14946.861,-17079.281,-14906.199,-11751.698,-15849.778,-696.927,-17072.531,-9235.942,-6677.249,0
14946.861,-17084.064,-14911.229,-11757.845,-15859.770,-700.727,-17079.459,-9237.573,-6679.394,0
14946.862,-17086.434,-14914.671,-11760.728,-15866.096,-704.058,-17085.271,-9238.893,-6680.869,0
14946.862,-17080.443,-14908.770,-11754.447,-15859.211,-703.789,-17081.963,-9240.032,-6680.579,0
14946.862,-17070.117,-14895.403,-11745.082,-15845.845,-702.761,-17074.430,-9241.150,-6682.345,0
14946.862,-17067.367,-14891.447,-11744.836,-15843.833,-702.873,-17074.654,-9242.871,-6684.759,0
14946.920,-17073.223,-14898.153,-11751.340,-15854.606,-706.405,-17083.059,-9245.710,-6684.781,0
14946.920,-17074.430,-14898.153,-11753.352,-15860.440,-709.422,-17088.803,-9251.789,-6687.798,0
14946.920,-17068.553,-14889.525,-11748.658,-15855.702,-708.483,-17084.533,-9250.247,-6685.094,0
14946.920,-17062.293,-14881.434,-11740.946,-15844.280,-707.410,-17077.828,-9250.471,-6689.028,0
14946.920,-17063.812,-14882.193,-11740.902,-15844.771,-706.695,-17078.051,-9245.263,-6691.173,0
14946.920,-17071.838,-14891.872,-11746.758,-15855.076,-706.673,-17084.936,-9236.345,-6695.375,0
14946.920,-17076.576,-14899.271,-11752.033,-15861.759,-707.679,-17089.115,-9236.657,-6684.602,0
14946.920,-17074.877,-14897.684,-11750.960,-15859.322,-708.595,-17086.725,-9240.814,-6672.644,0
14946.921,-17067.658,-14887.089,-11742.757,-15847.767,-706.762,-17079.281,-9243.229,-6677.494,0
14946.921,-17067.523,-14887.536,-11741.170,-15846.515,-706.069,-17079.170,-9236.680,-6679.864,0
14946.921,-17073.180,-14894.733,-11747.675,-15856.707,-707.857,-17086.232,-9233.595,-6679.640,0
14946.921,-17075.795,-14897.259,-11751.385,-15863.167,-705.846,-17088.824,-9232.701,-6681.629,0
14946.921,-17073.291,-14895.984,-11748.971,-15859.613,-704.058,-17085.316,-9235.518,-6684.781,0
14946.921,-17068.955,-14888.877,-11744.143,-15849.957,-703.052,-17077.447,-9243.452,-6684.110,0
14946.921,-17070.250,-14889.234,-11746.825,-15850.538,-700.258,-17075.102,-9242.804,-6678.835,0
14946.980,-17074.453,-14893.906,-11753.150,-15859.032,-699.252,-17081.068,-9239.139,-6684.781,0
14946.980,-17078.320,-14896.789,-11758.962,-15866.229,-701.644,-17086.500,-9246.067,-6686.301,0
14946.980,-17077.828,-14897.684,-11756.123,-15862.296,-701.331,-17082.812,-9245.934,-6683.417,0
14946.981,-17069.961,-14890.441,-11746.177,-15848.370,-700.258,-17075.303,-9248.816,-6685.787,0
14946.981,-17071.570,-14892.722,-11744.881,-15848.526,-699.632,-17074.922,-9242.312,-6682.881,0
14946.981,-17079.236,-14900.634,-11752.592,-15859.770,-701.219,-17082.834,-9237.641,-6683.529,0
14946.981,-17081.203,-14902.646,-11757.174,-15865.626,-701.800,-17087.283,-9241.373,-6683.529,0
14946.981,-17078.900,-14901.595,-11752.637,-15860.843,-700.906,-17082.812,-9239.786,-6681.250,0
14946.982,-17075.816,-14899.852,-11746.735,-15851.634,-702.046,-17077.203,-9245.039,-6683.686,0
14946.982,-17078.207,-14901.171,-11747.451,-15851.521,-702.359,-17077.336,-9243.832,-6686.100,0
14946.982,-17082.947,-14902.802,-11751.810,-15859.725,-702.091,-17081.785,-9238.043,-6683.842,0
14946.982,-17087.484,-14908.569,-11756.213,-15867.525,-703.991,-17086.635,-9238.312,-6681.987,0
14946.982,-17082.834,-14906.244,-11751.810,-15862.407,-704.818,-17084.221,-9242.379,-6679.350,0
14946.983,-17075.146,-14897.661,-11743.518,-15850.985,-704.058,-17076.844,-9242.647,-6679.953,0
14946.983,-17074.877,-14895.516,-11743.159,-15849.600,-703.164,-17077.068,-9236.612,-6683.216,0
14946.983,-17077.895,-14899.271,-11748.278,-15857.691,-704.996,-17085.361,-9237.328,-6687.329,0
14947.041,-17078.990,-14902.980,-11750.446,-15863.748,-706.114,-17090.680,-9239.965,-6683.395,0
14947.042,-17074.096,-14900.209,-11746.893,-15859.211,-705.734,-17088.266,-9239.898,-6680.534,0
14947.042,-17068.709,-14895.403,-11739.739,-15847.879,-703.164,-17078.521,-9239.809,-6676.689,0
14947.042,-17070.318,-14897.482,-11739.807,-15847.454,-703.231,-17078.119,-9243.027,-6675.214,0
14947.042,-17074.498,-14899.315,-11744.523,-15855.411,-701.308,-17083.596,-9234.311,-6672.555,0
14947.043,-17079.594,-14904.971,-11747.764,-15863.122,-702.024,-17092.133,-9224.900,-6680.132,0
14947.043,-17079.213,-14905.730,-11746.825,-15860.262,-702.314,-17091.619,-9221.056,-6679.104,0
14947.043,-17073.625,-14900.231,-11742.153,-15848.929,-702.940,-17086.031,-9232.276,-6683.753,0
14947.043,-17073.424,-14899.605,-11743.316,-15847.700,-704.125,-17087.484,-9237.842,-6694.213,0
14947.043,-17079.482,-14906.021,-11750.245,-15857.043,-703.834,-17091.842,-9240.367,-6682.009,0
14947.043,-17085.605,-14911.766,-11755.207,-15865.291,-703.991,-17096.469,-9239.384,-6680.512,0
14947.044,-17085.473,-14910.580,-11756.102,-15863.972,-704.013,-17094.973,-9241.396,-6677.628,0
14947.044,-17077.672,-14899.829,-11750.535,-15852.483,-701.398,-17086.277,-9243.922,-6677.002,0
14947.044,-17074.877,-14896.074,-11749.843,-15850.650,-699.431,-17084.623,-9228.678,-6681.316,0
14947.044,-17081.068,-14900.947,-11756.749,-15861.155,-699.878,-17089.496,-9229.795,-6679.394,0
14947.101,-17085.986,-14906.960,-11761.152,-15868.286,-700.615,-17092.982,-9236.076,-6677.718,0
14947.101,-17080.980,-14906.960,-11755.833,-15862.653,-700.280,-17088.512,-9234.980,-6676.511,0
14947.101,-17071.637,-14897.527,-11747.876,-15849.711,-699.632,-17078.723,-9243.542,-6672.375,0
14947.101,-17070.967,-14894.800,-11749.642,-15849.107,-700.034,-17078.945,-9239.384,-6678.902,0
14947.101,-17079.951,-14903.741,-11756.437,-15859.412,-700.884,-17086.121,-9227.247,-6677.114,0
14947.101,-17087.529,-14912.771,-11761.577,-15867.481,-701.286,-17090.277,-9218.508,-6668.777,0
14947.101,-17082.545,-14907.384,-11757.018,-15861.938,-700.481,-17085.920,-9226.576,-6668.218,0
14947.101,-17072.865,-14897.415,-11749.642,-15850.538,-699.252,-17078.879,-9229.415,-6671.057,0
14947.101,-17071.010,-14895.448,-11748.323,-15847.856,-695.966,-17073.693,-9221.928,-6663.033,0
14947.102,-17078.320,-14904.099,-11753.530,-15858.049,-697.509,-17080.666,-9220.564,-6667.414,0
14947.102,-17081.002,-14907.943,-11755.967,-15865.402,-698.805,-17086.143,-9221.883,-6670.118,0
14947.102,-17077.537,-14902.221,-11753.731,-15862.631,-701.532,-17083.639,-9228.052,-6665.804,0
14947.102,-17066.830,-14885.681,-11744.858,-15850.650,-700.146,-17073.424,-9222.531,-6659.725,0
14947.102,-17065.557,-14885.927,-11741.952,-15848.772,-697.017,-17069.781,-9215.244,-6655.970,0
14947.102,-17079.527,-14904.926,-11750.312,-15860.038,-697.978,-17078.230,-9221.815,-6664.329,0
14947.161,-17085.227,-14912.279,-11753.263,-15865.737,-697.978,-17083.461,-9222.240,-6666.877,0
14947.161,-17081.426,-14910.982,-11750.021,-15862.943,-699.230,-17083.998,-9221.905,-6670.610,0
14947.161,-17074.922,-14905.730,-11743.674,-15853.623,-700.101,-17079.885,-9227.180,-6676.064,0
14947.161,-17075.258,-14906.155,-11743.606,-15852.617,-698.246,-17078.006,-9229.817,-6669.716,0
14947.161,-17082.902,-14916.325,-11749.328,-15860.798,-697.307,-17084.645,-9231.472,-6672.264,0
14947.161,-17089.830,-14923.701,-11753.017,-15869.202,-697.687,-17091.396,-9223.537,-6673.292,0
14947.161,-17086.479,-14921.757,-11746.646,-15864.419,-695.720,-17087.730,-9216.004,-6669.358,0
14947.161,-17077.762,-14910.760,-11737.817,-15851.098,-692.681,-17077.492,-9216.183,-6665.246,0
14947.161,-17078.051,-14908.122,-11738.152,-15850.113,-693.776,-17076.756,-9219.781,-6666.162,0
14947.162,-17084.377,-14916.816,-11742.512,-15860.104,-695.720,-17082.008,-9220.966,-6668.822,0
14947.162,-17085.674,-14922.829,-11744.300,-15866.006,-697.665,-17087.193,-9222.821,-6672.979,0
14947.162,-17081.516,-14922.517,-11741.104,-15860.977,-700.079,-17085.920,-9225.995,-6671.750,0
14947.162,-17074.186,-14914.402,-11734.040,-15849.689,-699.543,-17079.729,-9223.537,-6674.320,0
14947.162,-17073.760,-14911.832,-11734.420,-15848.795,-697.576,-17077.002,-9218.530,-6667.727,0
14947.162,-17079.951,-14918.918,-11741.572,-15858.652,-698.872,-17082.947,-9222.062,-6668.017,0
14947.221,-17081.963,-14921.131,-11745.686,-15865.380,-699.140,-17085.875,-9219.961,-6661.267,0
14947.221,-17079.773,-14922.852,-11742.266,-15861.647,-699.140,-17082.477,-9216.943,-6658.361,0
14947.221,-17074.252,-14919.230,-11735.314,-15850.337,-697.039,-17074.699,-9213.970,-6658.115,0
14947.221,-17073.514,-14916.683,-11736.610,-15849.667,-697.732,-17075.594,-9218.172,-6670.811,0
14947.221,-17077.963,-14916.414,-11741.662,-15858.898,-699.878,-17082.143,-9222.308,-6676.645,0
14947.221,-17079.348,-14914.872,-11744.657,-15864.017,-698.157,-17084.914,-9221.056,-6669.805,0
14947.221,-17076.666,-14913.218,-11743.428,-15859.882,-697.732,-17083.236,-9223.246,-6663.413,0
14947.222,-17069.691,-14907.317,-11734.644,-15848.996,-697.374,-17077.672,-9222.419,-6662.116,0
14947.222,-17068.061,-14903.897,-11732.766,-15847.744,-697.956,-17077.984,-9225.325,-6665.402,0
14947.222,-17072.619,-14911.430,-11736.834,-15854.897,-698.648,-17084.266,-9223.269,-6669.582,0
14947.222,-17074.654,-14918.247,-11740.611,-15861.044,-702.091,-17091.641,-9222.665,-6671.683,0
14947.222,-17069.938,-14915.476,-11738.443,-15857.043,-703.789,-17091.373,-9226.845,-6670.073,0
14947.222,-17062.361,-14908.256,-11730.330,-15845.911,-702.001,-17084.199,-9218.999,-6675.997,0
14947.222,-17059.432,-14900.187,-11729.637,-15844.123,-701.130,-17082.143,-9221.815,-6671.794,0
14947.222,-17065.602,-14905.954,-11735.738,-15853.668,-704.885,-17091.418,-9227.068,-6673.493,0
14947.281,-17072.174,-14910.982,-11741.081,-15862.385,-706.248,-17098.033,-9215.714,-6674.231,0
14947.281,-17070.162,-14907.250,-11739.069,-15858.540,-705.332,-17094.525,-9213.770,-6673.314,0
14947.281,-17063.857,-14901.773,-11732.632,-15847.141,-703.789,-17084.801,-9219.670,-6669.895,0
14947.281,-17063.926,-14901.752,-11732.386,-15845.777,-701.353,-17083.236,-9220.854,-6673.806,0
14947.281,-17070.340,-14910.781,-11739.739,-15855.255,-700.057,-17088.355,-9218.284,-6671.258,0
14947.281,-17075.234,-14915.476,-11746.557,-15863.458,-699.431,-17091.910,-9225.146,-6664.642,0
14947.281,-17073.871,-14913.240,-11746.222,-15859.568,-699.140,-17088.379,-9229.862,-6667.637,0
14947.282,-17066.025,-14909.307,-11739.940,-15848.571,-699.364,-17080.645,-9237.663,-6674.387,0
14947.282,-17063.389,-14908.591,-11738.152,-15845.979,-697.777,-17078.408,-9235.138,-6678.634,0
14947.282,-17071.055,-14917.867,-11744.411,-15855.680,-698.984,-17085.605,-9236.702,-6679.663,0
14947.282,-17076.934,-14921.556,-11750.044,-15863.949,-702.091,-17092.133,-9243.899,-6678.053,0
14947.282,-17075.637,-14913.799,-11748.100,-15860.217,-701.375,-17090.346,-9220.452,-6677.517,0
14947.282,-17067.121,-14902.601,-11740.209,-15847.901,-698.537,-17082.768,-9220.117,-6678.992,0
14947.282,-17068.463,-14902.869,-11739.829,-15847.700,-696.927,-17081.023,-9226.599,-6671.146,0
14947.282,-17073.135,-14908.346,-11743.450,-15855.635,-697.263,-17086.881,-9227.247,-6672.309,0
14947.341,-17076.621,-14914.179,-11745.573,-15862.787,-698.157,-17092.400,-9224.163,-6670.655,0
14947.341,-17071.391,-14911.810,-11741.192,-15858.250,-697.576,-17089.875,-9226.621,-6671.683,0
14947.341,-17064.797,-14906.021,-11732.632,-15847.208,-696.480,-17080.867,-9226.711,-6672.487,0
14947.341,-17064.551,-14903.741,-11730.731,-15844.973,-694.580,-17076.039,-9226.174,-6669.828,0
14947.342,-17071.436,-14910.603,-11737.885,-15855.366,-696.369,-17080.131,-9226.331,-6666.229,0
14947.342,-17077.648,-14917.040,-11742.690,-15865.312,-699.855,-17086.232,-9217.502,-6664.307,0
14947.342,-17070.229,-14906.803,-11736.029,-15857.780,-695.989,-17079.615,-9214.306,-6653.377,0
14947.342,-17063.053,-14897.572,-11729.234,-15846.984,-693.463,-17071.168,-9217.367,-6656.595,0
14947.342,-17062.182,-14896.253,-11727.736,-15845.710,-691.250,-17069.670,-9216.295,-6658.562,0
14947.342,-17065.088,-14902.288,-11731.470,-15853.556,-691.876,-17075.637,-9221.749,-6658.629,0
14947.342,-17068.172,-14910.491,-11734.107,-15859.993,-691.675,-17077.805,-9209.098,-6648.996,0
14947.342,-17064.998,-14907.585,-11731.179,-15856.641,-691.496,-17074.766,-9202.169,-6645.979,0
14947.342,-17060.527,-14898.577,-11726.999,-15847.029,-691.384,-17068.328,-9201.073,-6650.650,0
14947.342,-17059.500,-14890.263,-11727.223,-15845.040,-690.624,-17067.613,-9209.947,-6658.607,0
14947.342,-17064.686,-14897.817,-11734.711,-15855.165,-693.396,-17075.480,-9217.927,-6661.982,0
14947.402,-17065.914,-14901.931,-11738.532,-15862.005,-694.513,-17081.182,-9222.934,-6663.771,0
14947.402,-17066.025,-14904.322,-11737.661,-15859.591,-694.804,-17079.816,-9223.022,-6660.865,0
14947.402,-17060.885,-14899.650,-11731.179,-15848.571,-692.077,-17071.525,-9220.743,-6661.848,0
14947.402,-17062.896,-14899.472,-11735.604,-15849.220,-692.770,-17073.021,-9227.314,-6666.721,0
14947.402,-17067.994,-14903.518,-11743.159,-15857.021,-693.239,-17079.773,-9229.304,-6668.218,0
14947.402,-17071.502,-14908.703,-11747.339,-15862.742,-694.290,-17084.689,-9227.068,-6666.631,0
14947.402,-17069.715,-14908.278,-11744.479,-15859.188,-694.379,-17083.527,-9223.626,-6668.956,0
14947.402,-17064.953,-14902.064,-11737.035,-15849.466,-692.278,-17077.359,-9222.308,-6670.409,0
14947.402,-17064.574,-14900.276,-11736.945,-15849.577,-690.267,-17075.459,-9224.453,-6664.821,0
14947.402,-17068.730,-14907.071,-11742.734,-15857.713,-692.166,-17083.863,-9229.393,-6667.391,0
14947.402,-17071.793,-14913.062,-11745.596,-15863.301,-692.390,-17089.406,-9230.801,-6671.996,0
14947.403,-17070.809,-14911.072,-11742.578,-15859.390,-691.943,-17086.947,-9236.434,-6675.818,0
14947.403,-17067.211,-14905.909,-11736.700,-15848.885,-690.870,-17079.213,-9233.327,-6675.930,0
14947.403,-17068.037,-14904.858,-11734.867,-15846.851,-687.786,-17075.906,-9220.027,-6675.706,0
14947.403,-17075.191,-14912.548,-11741.662,-15856.238,-688.322,-17080.332,-9218.128,-6671.146,0
14947.462,-17079.996,-14916.012,-11745.774,-15863.904,-689.797,-17085.271,-9218.396,-6665.872,0
14947.462,-17078.029,-14912.815,-11742.131,-15860.888,-691.786,-17083.416,-9222.934,-6668.464,0
14947.462,-17070.340,-14901.662,-11732.386,-15847.588,-688.456,-17071.949,-9220.430,-6660.351,0
14947.462,-17071.613,-14903.316,-11732.654,-15847.767,-687.070,-17069.357,-9214.060,-6653.086,0
14947.462,-17075.393,-14909.977,-11736.767,-15856.305,-687.741,-17073.021,-9212.405,-6649.577,0
14947.462,-17079.684,-14918.202,-11739.494,-15864.195,-690.311,-17078.543,-9211.690,-6652.326,0
14947.462,-17074.453,-14912.905,-11734.867,-15859.591,-689.037,-17074.699,-9203.777,-6653.354,0
14947.463,-17065.154,-14898.936,-11727.535,-15847.387,-688.635,-17065.422,-9205.901,-6649.130,0
14947.463,-17062.852,-14895.940,-11727.558,-15846.292,-690.512,-17065.244,-9216.697,-6649.041,0
14947.463,-17064.641,-14898.936,-11730.509,-15853.757,-690.915,-17071.771,-9208.740,-6651.700,0
14947.463,-17067.904,-14902.668,-11733.884,-15860.664,-692.032,-17078.408,-9210.662,-6657.400,0
14947.463,-17067.100,-14902.176,-11733.683,-15858.250,-694.066,-17076.666,-9215.870,-6657.065,0
14947.463,-17062.227,-14897.817,-11728.899,-15848.259,-693.038,-17068.396,-9210.350,-6651.857,0
14947.463,-17056.393,-14889.614,-11727.089,-15844.615,-691.921,-17066.742,-9215.669,-6659.054,0
14947.463,-17061.557,-14893.437,-11734.151,-15854.093,-695.922,-17076.957,-9219.491,-6666.072,0
14947.521,-17070.340,-14903.629,-11740.053,-15861.670,-696.056,-17083.752,-9226.644,-6666.005,0
